100,98.7405,98.3283,95.1146,97.8562,96.7194,97.3583,98.1829,96.5653,98.1583,97.8924,98.2855,95.3642,94.5844,94.1235,94.3203,92.6728,92.483,91.0052,88.3559,89.3309,88.3993,88.1618,87.9036,86.0121,85.9567,83.9124,83.2834,84.4075,82.979,81.9978,83.2307,84.6744,85.788,87.9808,86.8956,88.1731,88.0159,91.7302,92.4183,92.5889,92.594,92.1728,91.984,90.5601,87.2391,85.4389,83.0656,81.0886,80.354,80.529,79.6176,79.8583,81.3536,82.1271,81.3329,81.3217,82.0578,79.8603,79.0009,78.7311,79.4935,79.0556,79.5002,78.3848,78.3094,79.4801,78.487,78.9313,77.5675,78.1142,77.2888,76.916,75.9135,76.7627,76.9544,74.7635,74.9675,75.2359,76.1685,74.1901,71.8857,70.0814,70.6117,71.2092,72.6907,72.7667,74.3844,73.5964,75.0351,75.0684,75.8,76.1203,77.6125,79.1689,78.9051,79.2171,80.0632,81.3861,81.1549,80.2672,
100,102.93,102.004,100.78,98.8704,101.429,100.871,100.455,101.589,99.5442,98.6324,97.9689,99.883,101.766,106.155,103.987,103.084,103.055,103.484,102.477,101.594,102.796,103.059,103.636,104.067,106.107,105.217,104.502,102.394,101.726,101.519,99.9195,101.326,100.947,101.48,104.961,105.896,104.486,105.837,106.679,106.896,109.781,111.469,113.335,111.791,112.222,111.382,112.341,112.95,114.157,114.199,112.055,112.125,113.242,113.822,112.573,111.809,109.626,110.376,107.626,109.147,108.567,107.317,105.529,105.677,104.392,105.358,103.715,102.948,102.079,102.864,104.263,108.999,106.624,105.985,106.164,105.737,109.941,112.318,111.204,109.713,111.219,113.807,114.803,111.54,113.769,114.177,113.537,116.866,117.211,115.659,118.173,116.96,118.443,118.835,115.377,116.682,115.244,114.171,113.267,114.588,
100,100.813,102.425,100.514,102.222,102.501,101.17,100.637,101.591,101.689,105.311,108.62,108.476,106.856,104.677,104.879,103.566,103.304,105.419,101.939,99.8415,100.549,101.425,106.715,105.217,103.039,101.971,98.1412,99.1686,97.266,96.9138,94.2974,92.5618,95.163,94.4652,94.3157,95.7023,96.5007,98.0086,97.2056,98.1045,96.6821,98.2414,95.581,97.8785,98.9262,95.0704,95.7957,94.479,95.4373,94.7846,93.9646,95.9104,93.7399,95.8809,95.4844,94.6278,94.6507,95.3031,93.0168,91.6424,92.4227,90.7665,89.9448,92.1133,91.523,88.5305,86.6459,87.0727,86.5546,85.3849,84.7223,84.0472,84.4767,83.4633,84.5849,84.5816,87.0257,86.1108,84.9829,84.126,84.6977,85.2059,83.8031,84.9458,84.8924,85.8881,87.4808,86.9483,87.7609,88.4809,90.2785,90.2912,92.3777,92.9553,93.3378,93.5576,94.7654,93.8501,94.8774,95.5287,
100,97.3124,95.3824,94.9462,95.3167,95.8211,96.1076,95.5971,93.7511,93.8871,93.7214,92.698,93.7576,95.6419,97.9171,98.2891,100.588,98.9914,98.772,99.2394,100.201,102.692,102.784,101.939,102.321,100.621,102.383,103.058,102.3,100.791,100.437,100.797,102.644,101.681,102.386,103.431,105.495,102.696,104.495,103.632,104.617,104.476,105.043,105.097,106.97,105.799,106.669,106.73,106.451,107.6,105.538,107.319,105.379,102.578,105.471,106.578,108.571,110.206,108.75,110.744,110.322,113.172,114.789,117.208,118.724,119.19,119.402,118.489,120.056,118.77,117.914,119.191,118.184,119.422,116.561,112.213,111.434,111.894,109.447,110.913,110.093,110.414,110.329,109.76,108.552,111.449,111.099,110.648,110.698,111.89,112.219,110.446,109.162,112.607,112.398,115.614,115.918,116.227,114.31,113.876,114.535,
100,99.5959,102.749,103.732,103.103,102.316,100.911,100.763,99.0811,101.146,102.283,103.353,104.512,105.696,103.721,103.104,103.585,102.66,100.628,101.789,102.82,101.499,101.582,98.0797,98.8785,102.016,103.523,101.939,102.707,103.095,102.416,102.443,99.5919,101.971,102.499,102.042,100.939,102.165,102.624,103.237,105.013,108.111,109.96,109.063,108.051,109.977,108.639,107.984,105.005,106.101,103.482,103.761,102.561,100.712,100.185,101.686,102.211,102.498,103.214,103.644,104.303,104.404,105.476,104.09,105.029,105.66,108.707,108.6,108.205,107.132,107.565,106.317,110.076,110.569,109.157,106.881,109.528,108.275,106.365,107.096,107.593,104.674,107.029,108.205,107.945,106.815,101.897,102.185,100.906,99.18,100.458,101.797,101.783,99.4163,97.7913,97.194,98.2952,99.0292,98.0195,99.1525,99.34,
100,97.4795,97.8591,96.843,97.9874,98.3098,96.9456,97.8807,96.5883,99.8025,100.073,99.9636,101.487,103.324,103.705,103.093,104.653,104.181,102.371,102.312,103.631,100.732,101.704,100.431,98.4062,97.6721,97.5361,96.11,95.8185,95.4372,94.0275,93.2383,93.1065,92.4207,92.3263,91.0281,92.381,90.8878,92.601,94.4788,94.9359,93.8633,93.4084,92.1859,92.9034,92.3822,93.5422,95.4647,95.0067,94.7074,94.4714,94.9133,94.601,92.2362,95.4558,93.6405,96.3212,97.7261,100.181,102.568,104.669,105.362,105.216,104.673,105.349,105.37,105.849,100.979,100.828,101.841,102.93,104.192,103.192,106.97,109.031,110.54,112.188,111.288,110.946,111,111.991,110.628,107.737,103.371,104.405,104.329,103.589,104.38,106.608,106.581,105.498,106.725,108.614,108.462,107.226,110.21,110.672,109.946,108.916,107.631,108.463,
100,99.0406,100.374,101.162,102.585,104.01,103.863,101.758,97.4721,96.5714,97.5527,97.8192,98.4036,100.196,101.23,98.3768,100.909,103.18,104.582,105.293,105.915,102.322,103.211,103.583,102.603,104.566,106.754,106.166,108.012,110.417,109.079,108.862,109.484,110.798,109.193,110.645,111.023,110.756,109.549,111.194,110.726,110.033,110.248,112.729,108.492,107.902,105.881,104.894,102.775,103.047,103.607,103.277,106.112,105.533,105.353,104.894,104.294,104.231,103.627,105.376,103.189,102.678,99.983,99.1029,99.9403,99.7923,103.427,104.089,103.842,106.496,106.217,105.355,103.249,101.531,103.118,104.916,103.959,104.473,105.873,104.733,105.034,105.577,105.774,106.062,105.654,106.08,104.628,106.39,108.059,109.914,108.464,111.459,108.51,107.897,108.302,109.336,110.415,112.686,112.055,112.146,112.475,
100,100.763,100.09,96.1059,97.6631,97.2127,96.0232,96.2134,95.7726,92.4151,92.8204,93.3168,92.5298,92.9154,90.9599,88.7484,88.9127,90.9981,90.5437,90.2409,90.1461,89.0352,88.8835,88.7822,87.1785,86.2096,88.7267,90.651,90.6609,88.9968,90.0827,90.9023,91.1968,92.4329,91.2856,90.989,91.6785,91.8285,91.271,92.4334,90.8141,91.2678,90.3698,89.1202,88.2738,85.9359,86.8832,85.6329,87.1292,87.2842,87.6428,87.1878,88.094,88.3521,87.7644,90.3038,90.5214,91.0195,90.3893,92.3338,91.1193,88.8062,90.0949,90.0744,91.0728,92.7104,93.786,93.553,93.2402,94.7116,92.9133,96.1552,96.8626,100.718,100.467,100.526,100.796,102.121,102.462,100.801,102.105,103.094,106.087,108.634,108.5,109.541,108.919,109.489,110.941,109.905,109.062,108.406,107.273,108.764,107.97,109.077,111.196,111.8,111.329,111.199,110.56,
100,102.722,99.0851,101.268,100.288,101.128,100.147,102.267,102.759,102.425,99.4274,99.1823,97.9046,99.6769,101.389,100.212,99.3678,96.9816,96.7161,94.6734,97.9911,96.1396,94.9573,92.8541,91.7699,91.57,88.8364,90.2916,92.1159,91.6827,91.6293,92.0604,92.0309,92.8729,92.7371,91.6109,94.2482,93.3973,92.918,93.0934,93.1404,92.5756,92.66,91.8291,88.0908,88.1427,87.8016,88.065,90.72,89.7367,92.7261,94.3099,92.4795,89.9779,92.3233,93.6188,92.1013,91.4389,92.867,93.9501,94.4753,95.2665,95.338,94.3767,93.4749,91.919,91.9366,92.1344,91.6327,90.9829,92.2001,93.1961,91.8389,92.1906,92.6947,95.0466,94.9307,93.3216,93.1511,90.9748,92.0172,92.4592,92.5845,92.4215,93.6526,92.5766,92.1971,91.5621,92.5152,90.9834,92.6852,92.1048,92.7122,94.8372,93.5407,92.8361,91.6958,92.3741,95.8286,93.0803,92.7851,
100,101.56,101.174,99.9343,99.6832,98.6846,99.9915,99.5671,100.082,98.4197,96.5375,95.2949,96.8519,97.722,99.7872,96.8367,96.6625,97.2989,98.6056,97.8772,99.4776,98.1738,98.7363,98.576,98.9918,100.25,100.714,103.268,102.752,101.829,100.687,104.078,106.297,106.341,107.389,106.99,108.427,107.739,107.059,108.431,110.035,111.142,111.776,111.957,113.481,113.941,113.352,114.638,119.247,118.808,117.055,115.989,114.788,113.35,110.315,109.48,107.267,103.654,101.964,99.6917,99.2012,97.7825,96.8681,95.4554,93.0171,90.7621,90.5647,90.2467,91.7132,89.813,90.7976,91.1951,92.0128,90.7656,89.1222,86.7275,85.4263,87.2844,90.9389,89.2332,89.1244,88.9164,88.5648,89.7089,89.7438,89.4383,91.6657,92.9422,92.7684,92.8963,91.8321,92.4034,91.8305,91.1845,91.7843,93.2419,92.9676,92.6995,94.1103,93.4642,92.3785,
